Customer_ID,Name,Age,Gender,Purchase_Platform,Category,Subcategory,Price,Quantity,Total_Spent,Purchase_Date,Region,Payment_Method
CUST19366,Noah Jackson,38,Female,In-Store,Equipment,Tennis Racket,49.38,4,197.52,7/6/2024,South America,Cash
CUST95940,Daniel Taylor,54,Other,Online,Gymnastics,Balance Beam,299.05,1,299.05,2/4/2024,North America,Debit Card
CUST96270,John Martin,38,Male,Online,Accessories,Knee Support,88.88,5,444.4,2/25/2024,Asia,Google Pay
CUST27538,Liam Smith,25,Male,Online,Footwear,Hiking Boots,331.9,3,995.7,3/12/2024,Asia,Debit Card
CUST72156,Liam Harris,22,Female,Online,Gymnastics,Gym Rings,456.58,2,913.16,6/6/2024,South America,Debit Card
CUST72787,Daniel Jackson,37,Other,In-Store,Apparel,Sports T-Shirt,50,2,100,10/10/2024,North America,PayPal
CUST30898,Noah Thomas,53,Female,In-Store,Equipment,Dumbbells,356.95,1,356.95,4/11/2024,Europe,Cash
CUST20529,Michael Taylor,27,Female,Online,Apparel,Compression Wear,147.76,2,295.52,3/7/2024,South America,Credit Card
CUST19531,Sophia Taylor,61,Other,Online,Footwear,Basketball Shoes,263.64,2,527.28,3/16/2024,Asia,Debit Card
CUST31525,Liam Smith,20,Other,Online,Apparel,Track Suit,227.74,3,683.22,8/4/2024,Europe,PayPal
CUST47927,Sophia Jackson,39,Other,In-Store,Footwear,Running Shoes,302.09,2,604.18,8/14/2024,North America,Debit Card
CUST68357,Noah Anderson,27,Male,Online,Outdoor Recreation,Camping Tent,438.12,3,1314.36,6/26/2024,Australia,Cash
CUST96800,Emily Thomas,22,Female,In-Store,Accessories,Gym Gloves,93.14,1,93.14,8/6/2024,Asia,Debit Card
CUST69925,Olivia White,18,Male,In-Store,Gymnastics,Gym Rings,459.27,3,1377.81,4/25/2024,Europe,Apple Pay
CUST27291,Liam Smith,32,Other,Online,Accessories,Knee Support,316.5,2,633,12/25/2024,North America,Debit Card
CUST37628,Michael Taylor,59,Other,Online,Accessories,Knee Support,337.53,1,337.53,8/3/2024,Europe,Cash
CUST57744,John Anderson,59,Other,In-Store,Equipment,Tennis Racket,325.81,4,1303.24,7/13/2024,Australia,Debit Card
CUST38967,Sophia Taylor,46,Other,Online,Outdoor Recreation,Cycling Helmet,366.13,3,1098.39,12/18/2024,Asia,Google Pay
CUST98076,Emily Martin,56,Other,In-Store,Apparel,Training Shorts,459.91,4,1839.64,6/2/2024,Asia,Google Pay
CUST82472,Noah White,57,Other,Online,Gymnastics,Parallel Bars,358.38,1,358.38,10/1/2024,North America,Credit Card
CUST57419,Emma Martin,54,Other,In-Store,Gymnastics,Pommel Horse,452.08,2,904.16,5/31/2024,South America,Cash
CUST50190,Emily White,36,Female,Online,Outdoor Recreation,Cycling Helmet,400.68,4,1602.72,3/5/2024,Asia,PayPal
CUST44432,Ava White,25,Female,Online,Apparel,Compression Wear,468.1,1,468.1,6/6/2024,North America,Cash
CUST51481,Noah Smith,34,Other,Online,Gymnastics,Pommel Horse,252.9,2,505.8,12/21/2024,Australia,Credit Card
CUST41350,Sophia Anderson,46,Other,Online,Apparel,Sports T-Shirt,260.44,1,260.44,8/28/2024,North America,Apple Pay
CUST33602,Ava Smith,43,Other,Online,Outdoor Recreation,Fishing Rod,47.49,2,94.98,12/5/2024,Australia,Credit Card
CUST87135,Emily Johnson,37,Other,Online,Accessories,Swim Goggles,266.62,2,533.24,8/24/2024,Asia,Debit Card
CUST92805,Liam Smith,26,Female,In-Store,Equipment,Badminton Racket,421.45,3,1264.35,4/22/2024,South America,Google Pay
CUST20597,Emily Taylor,40,Male,Online,Apparel,Compression Wear,250.26,3,750.78,8/3/2024,Australia,Debit Card
CUST40212,Michael Thomas,22,Female,In-Store,Gymnastics,Balance Beam,221.5,2,443,3/15/2024,Europe,Cash
CUST73450,Olivia Martin,53,Female,In-Store,Equipment,Dumbbells,45.86,1,45.86,3/19/2024,Asia,Google Pay
CUST27022,Emma White,23,Other,In-Store,Apparel,Track Suit,436.7,4,1746.8,8/12/2024,Europe,Debit Card
CUST10015,Sophia Anderson,22,Male,Online,Outdoor Recreation,Cycling Helmet,383.67,3,1151.01,7/2/2024,Europe,Debit Card
CUST62702,John Jackson,49,Female,Online,Outdoor Recreation,Fishing Rod,479.3,4,1917.2,2/6/2024,Australia,Apple Pay
CUST37154,Sophia Smith,30,Other,In-Store,Equipment,Cricket Bat,317.28,3,951.84,9/8/2024,Europe,Cash
CUST36313,Emily Johnson,34,Female,In-Store,Equipment,Dumbbells,35.74,5,178.7,11/16/2024,Australia,Credit Card
CUST99448,Sophia Harris,61,Male,Online,Outdoor Recreation,Fishing Rod,210.06,3,630.18,7/12/2024,Australia,PayPal
CUST83847,Emma Johnson,24,Other,Online,Gymnastics,Pommel Horse,31.9,2,63.8,6/16/2024,Australia,Google Pay
CUST60431,Sophia Martin,30,Female,In-Store,Equipment,Cricket Bat,86.05,2,172.1,9/3/2024,North America,Cash
CUST84730,Liam Brown,48,Male,In-Store,Outdoor Recreation,Cycling Helmet,210.98,4,843.92,7/21/2024,South America,Credit Card
CUST55257,Sophia Jackson,27,Male,Online,Gymnastics,Pommel Horse,99.07,2,198.14,9/12/2024,Europe,Credit Card
CUST43289,Noah Anderson,55,Male,In-Store,Gymnastics,Pommel Horse,117.85,4,471.4,2/28/2024,North America,PayPal
CUST30776,Olivia Harris,41,Other,In-Store,Equipment,Dumbbells,295.7,5,1478.5,3/17/2024,Europe,Debit Card
CUST66670,Emma Thomas,63,Other,Online,Equipment,Badminton Racket,41.04,4,164.16,11/20/2024,Australia,Credit Card
CUST66043,Emma Jackson,55,Female,In-Store,Equipment,Tennis Racket,469.12,5,2345.6,11/6/2024,Asia,PayPal
CUST48906,Ava Brown,28,Female,In-Store,Apparel,Training Shorts,270.71,1,270.71,2/16/2024,South America,Debit Card
CUST79302,Liam Thomas,28,Other,Online,Gymnastics,Parallel Bars,260.95,3,782.85,8/8/2024,Europe,Apple Pay
CUST37819,Sophia Brown,59,Female,Online,Apparel,Compression Wear,185.1,1,185.1,12/22/2024,Asia,PayPal
CUST76302,Olivia Martin,62,Male,In-Store,Apparel,Track Suit,343.47,1,343.47,1/2/2024,Australia,Google Pay
CUST67286,Liam Anderson,31,Female,Online,Footwear,Hiking Boots,297.19,5,1485.95,6/14/2024,Asia,PayPal
CUST78492,Emily Smith,46,Other,Online,Footwear,Basketball Shoes,376.09,3,1128.27,1/31/2024,North America,Debit Card
CUST45210,Olivia Smith,60,Female,Online,Outdoor Recreation,Fishing Rod,85.69,2,171.38,11/6/2024,South America,Apple Pay
CUST11063,John Taylor,20,Other,In-Store,Equipment,Dumbbells,498.01,5,2490.05,9/25/2024,North America,Google Pay
CUST36830,Ava Johnson,49,Other,Online,Accessories,Wrist Bands,66.57,1,66.57,5/6/2024,North America,Credit Card
CUST25373,Liam Johnson,34,Other,In-Store,Outdoor Recreation,Cycling Helmet,337.22,3,1011.66,2/1/2024,North America,Apple Pay
CUST13262,Noah White,35,Female,Online,Apparel,Compression Wear,348.57,3,1045.71,9/2/2024,North America,Google Pay
CUST28917,Liam Smith,26,Female,In-Store,Gymnastics,Gym Rings,172.81,5,864.05,3/2/2024,South America,Cash
CUST81200,Olivia Harris,63,Other,In-Store,Equipment,Dumbbells,145.17,1,145.17,7/27/2024,Australia,Cash
CUST13098,Ava Jackson,54,Male,In-Store,Gymnastics,Pommel Horse,467.44,4,1869.76,11/12/2024,Asia,Debit Card
CUST47752,Ava Jackson,27,Male,Online,Gymnastics,Gym Rings,418.97,1,418.97,11/11/2024,Europe,Debit Card
CUST34600,Ava Brown,38,Other,In-Store,Apparel,Sports T-Shirt,469.41,1,469.41,8/18/2024,South America,Apple Pay
CUST13624,Emily Martin,21,Male,In-Store,Equipment,Badminton Racket,131.14,2,262.28,8/16/2024,Australia,Apple Pay
CUST40954,Emily Taylor,54,Other,Online,Equipment,Dumbbells,414.49,2,828.98,3/29/2024,Asia,Cash
CUST72747,Ava Taylor,49,Female,Online,Apparel,Compression Wear,275.35,1,275.35,11/8/2024,Australia,Cash
CUST11619,John Taylor,33,Female,Online,Footwear,Hiking Boots,141.86,4,567.44,12/15/2024,Australia,Credit Card
CUST56267,Noah Taylor,47,Female,In-Store,Accessories,Gym Gloves,306.87,5,1534.35,10/6/2024,South America,PayPal
CUST49749,Michael Harris,41,Female,In-Store,Outdoor Recreation,Fishing Rod,191,5,955,8/3/2024,Australia,Google Pay
CUST85451,Noah Harris,27,Female,In-Store,Apparel,Sports T-Shirt,56.79,3,170.37,9/4/2024,Asia,Debit Card
CUST64260,Michael Jackson,39,Female,Online,Footwear,Football Boots,80.81,1,80.81,8/2/2024,North America,Google Pay
CUST83525,John Harris,21,Male,Online,Gymnastics,Parallel Bars,453.54,5,2267.7,1/5/2024,Europe,Apple Pay
CUST13840,John Anderson,40,Male,Online,Apparel,Training Shorts,166.35,2,332.7,2/11/2024,North America,Apple Pay
CUST20598,Emily Martin,33,Other,Online,Gymnastics,Balance Beam,338.79,5,1693.95,1/2/2024,Europe,Apple Pay
CUST89249,Noah Jackson,27,Female,Online,Outdoor Recreation,Fishing Rod,252.94,1,252.94,3/30/2024,Asia,Debit Card
CUST81965,Ava White,26,Other,In-Store,Equipment,Cricket Bat,57.87,1,57.87,7/1/2024,Australia,Apple Pay
CUST14756,Noah Jackson,27,Female,In-Store,Accessories,Gym Gloves,124.7,1,124.7,10/27/2024,Europe,Cash
CUST63966,John Jackson,23,Male,In-Store,Apparel,Training Shorts,221.69,4,886.76,11/22/2024,Europe,Cash
CUST85143,Noah Brown,46,Female,Online,Apparel,Compression Wear,228.1,1,228.1,7/31/2024,Asia,Debit Card
CUST30380,Olivia Harris,22,Female,In-Store,Accessories,Gym Gloves,219.74,1,219.74,11/8/2024,Australia,PayPal
CUST36450,Sophia Smith,58,Male,In-Store,Accessories,Wrist Bands,211.69,5,1058.45,5/12/2024,Europe,Cash
CUST82041,Ava Thomas,42,Male,In-Store,Outdoor Recreation,Camping Tent,70.73,3,212.19,9/21/2024,Europe,PayPal
CUST49873,Olivia Johnson,35,Female,Online,Gymnastics,Balance Beam,361.46,5,1807.3,2/17/2024,Australia,Apple Pay
CUST64912,Ava Harris,24,Male,Online,Outdoor Recreation,Cycling Helmet,139.66,3,418.98,10/12/2024,Asia,Cash
CUST86222,John Johnson,32,Female,In-Store,Equipment,Dumbbells,368.46,3,1105.38,5/9/2024,Asia,Cash
CUST14830,John Harris,23,Female,Online,Accessories,Wrist Bands,385.68,3,1157.04,8/19/2024,Australia,Google Pay
CUST41386,Ava Thomas,19,Other,In-Store,Gymnastics,Parallel Bars,480.12,1,480.12,6/3/2024,Asia,Cash
CUST83721,Emily White,34,Male,In-Store,Equipment,Cricket Bat,128.28,3,384.84,11/9/2024,South America,Apple Pay
CUST67974,John Anderson,36,Other,Online,Footwear,Football Boots,104.47,3,313.41,3/20/2024,Europe,Debit Card
CUST28440,Noah Martin,61,Male,Online,Equipment,Cricket Bat,428,1,428,12/3/2024,Australia,Cash
CUST26972,Emma Jackson,31,Male,In-Store,Footwear,Football Boots,239.6,5,1198,10/16/2024,North America,Cash
CUST33480,Sophia Thomas,22,Other,In-Store,Apparel,Compression Wear,145.26,4,581.04,6/13/2024,North America,Google Pay
CUST33164,Daniel Martin,60,Other,Online,Footwear,Hiking Boots,44.67,5,223.35,11/7/2024,South America,Apple Pay
CUST17702,Emma Anderson,43,Female,Online,Gymnastics,Gym Rings,296.69,1,296.69,5/25/2024,Asia,PayPal
CUST55946,Sophia White,28,Other,In-Store,Accessories,Gym Gloves,114.53,1,114.53,11/2/2024,Europe,Credit Card
CUST68372,Emily Anderson,49,Male,Online,Accessories,Knee Support,191.09,2,382.18,12/11/2024,South America,Apple Pay
CUST45797,Ava Thomas,56,Male,Online,Accessories,Swim Goggles,35.04,1,35.04,4/17/2024,North America,PayPal
CUST68915,Emma Brown,46,Other,Online,Outdoor Recreation,Cycling Helmet,73.02,1,73.02,12/6/2024,South America,Credit Card
CUST30380,Ava Smith,21,Other,Online,Accessories,Gym Gloves,75.6,3,226.8,7/10/2024,Asia,Google Pay
CUST73973,Daniel Anderson,55,Other,In-Store,Footwear,Running Shoes,231.34,5,1156.7,6/8/2024,South America,Credit Card
CUST14658,Olivia Taylor,44,Other,Online,Gymnastics,Pommel Horse,314.09,4,1256.36,5/18/2024,North America,Apple Pay
CUST11528,Noah Jackson,62,Male,In-Store,Gymnastics,Parallel Bars,472.02,3,1416.06,12/23/2024,Australia,Apple Pay
CUST68220,Noah Taylor,51,Female,Online,Apparel,Compression Wear,55.79,1,55.79,7/14/2024,Europe,Debit Card
CUST97440,John Anderson,18,Female,Online,Footwear,Basketball Shoes,369.64,4,1478.56,6/8/2024,North America,Cash
CUST38863,Noah Smith,62,Male,In-Store,Accessories,Wrist Bands,371.41,4,1485.64,8/26/2024,Europe,Apple Pay
CUST81993,Sophia Harris,59,Male,Online,Footwear,Running Shoes,116.2,1,116.2,10/6/2024,Asia,Cash
CUST93877,Ava Thomas,25,Female,In-Store,Footwear,Basketball Shoes,406.7,2,813.4,10/9/2024,Europe,Cash
CUST77136,Daniel Thomas,59,Female,Online,Accessories,Wrist Bands,118.29,2,236.58,11/20/2024,Asia,Credit Card
CUST47315,Daniel Anderson,50,Other,Online,Outdoor Recreation,Camping Tent,221.03,3,663.09,1/22/2024,Australia,Debit Card
CUST68963,Michael Johnson,61,Female,In-Store,Apparel,Training Shorts,126.26,5,631.3,11/29/2024,North America,PayPal
CUST31795,Emma Harris,63,Other,In-Store,Apparel,Track Suit,378.75,5,1893.75,2/5/2024,Asia,Cash
CUST25726,Michael Thomas,54,Other,Online,Accessories,Wrist Bands,34.58,5,172.9,5/5/2024,Europe,Apple Pay
CUST78279,Michael White,64,Other,Online,Gymnastics,Gym Rings,460.25,1,460.25,4/15/2024,South America,Cash
CUST54981,Liam Brown,50,Female,Online,Footwear,Running Shoes,38.2,2,76.4,6/6/2024,Australia,Cash
CUST85252,Liam White,22,Female,Online,Equipment,Tennis Racket,188.73,2,377.46,12/26/2024,South America,Google Pay
CUST23924,Emily Johnson,36,Male,In-Store,Accessories,Gym Gloves,404.39,4,1617.56,1/19/2024,Europe,Debit Card
CUST10982,Sophia White,23,Male,In-Store,Outdoor Recreation,Hiking Backpack,294.06,3,882.18,12/2/2024,North America,Apple Pay
CUST31615,Emma Taylor,27,Other,Online,Equipment,Dumbbells,364.11,4,1456.44,9/30/2024,Australia,Credit Card
CUST92749,Ava Thomas,36,Female,In-Store,Equipment,Badminton Racket,386.27,2,772.54,10/4/2024,South America,Apple Pay
CUST25895,Michael Harris,35,Other,Online,Apparel,Track Suit,430.24,5,2151.2,3/11/2024,Australia,Google Pay
CUST64420,Olivia Jackson,54,Female,In-Store,Accessories,Knee Support,146.37,4,585.48,2/20/2024,North America,Debit Card
CUST20891,John White,55,Male,Online,Accessories,Gym Gloves,420.61,4,1682.44,3/10/2024,Europe,Credit Card
CUST69134,Olivia Brown,20,Other,In-Store,Apparel,Training Shorts,322.99,4,1291.96,1/18/2024,Asia,Google Pay
CUST72074,Noah Martin,50,Male,In-Store,Accessories,Swim Goggles,245.91,5,1229.55,5/22/2024,Asia,Credit Card
CUST59735,Noah Brown,28,Male,Online,Accessories,Gym Gloves,398.21,4,1592.84,7/3/2024,Australia,Cash
CUST98389,Ava Johnson,57,Other,Online,Outdoor Recreation,Cycling Helmet,37.88,3,113.64,6/20/2024,Australia,Cash
CUST54405,Michael Taylor,43,Female,In-Store,Apparel,Compression Wear,495.48,3,1486.44,5/24/2024,North America,Google Pay
CUST31362,Emma White,42,Female,Online,Outdoor Recreation,Fishing Rod,366.63,4,1466.52,2/1/2024,North America,Apple Pay
CUST37388,Michael Smith,43,Male,In-Store,Apparel,Track Suit,107.04,3,321.12,11/14/2024,Europe,Cash
CUST12933,John Martin,52,Male,Online,Apparel,Sports T-Shirt,363.07,5,1815.35,3/22/2024,Europe,Credit Card
CUST65603,Daniel Harris,39,Female,Online,Gymnastics,Pommel Horse,442.69,4,1770.76,5/14/2024,North America,Google Pay
CUST69161,Noah White,35,Male,In-Store,Gymnastics,Balance Beam,137.26,5,686.3,10/10/2024,South America,PayPal
CUST41395,Liam White,64,Female,Online,Equipment,Badminton Racket,238.76,1,238.76,12/30/2024,Asia,Debit Card
CUST44037,John Anderson,18,Male,In-Store,Equipment,Tennis Racket,254.08,5,1270.4,6/25/2024,Europe,Cash
CUST40961,Emma Anderson,45,Male,In-Store,Equipment,Dumbbells,185.85,2,371.7,9/1/2024,North America,Credit Card
CUST65055,Emma Anderson,49,Male,In-Store,Gymnastics,Pommel Horse,222.24,1,222.24,3/1/2024,Asia,PayPal
CUST95979,John Harris,48,Other,In-Store,Apparel,Sports T-Shirt,464.12,3,1392.36,2/6/2024,Australia,Google Pay
CUST22439,Daniel Thomas,29,Male,Online,Outdoor Recreation,Fishing Rod,153.46,1,153.46,2/16/2024,Europe,Credit Card
CUST53932,Daniel Thomas,37,Male,Online,Apparel,Compression Wear,300.35,2,600.7,7/19/2024,South America,PayPal
CUST67827,Ava Brown,26,Male,Online,Gymnastics,Balance Beam,261.96,4,1047.84,3/12/2024,Australia,Apple Pay
CUST43988,Daniel Taylor,34,Female,In-Store,Equipment,Dumbbells,416.58,3,1249.74,7/2/2024,North America,PayPal
CUST14077,Michael Harris,49,Female,Online,Outdoor Recreation,Cycling Helmet,174.25,3,522.75,2/6/2024,Europe,Google Pay
CUST69689,Noah Harris,24,Female,In-Store,Equipment,Dumbbells,348.44,5,1742.2,3/3/2024,North America,Debit Card
CUST91566,John Harris,30,Male,Online,Accessories,Wrist Bands,478.79,2,957.58,8/18/2024,Australia,Cash
CUST80461,Emma Jackson,21,Male,In-Store,Accessories,Knee Support,379.51,5,1897.55,3/23/2024,Europe,Credit Card
CUST98223,John Harris,18,Female,Online,Footwear,Basketball Shoes,205.57,1,205.57,7/5/2024,Europe,Google Pay
CUST70899,Olivia Jackson,56,Female,Online,Footwear,Football Boots,465.91,4,1863.64,3/26/2024,South America,PayPal
CUST86670,Liam Martin,62,Other,Online,Gymnastics,Pommel Horse,410.17,3,1230.51,11/5/2024,North America,PayPal
